ano,mês,dia,hora,min,latit,longit,ss.s,mag,estado,cidade,
2009,7,11,18,30,-24030,-45900,  0.0, 2.4,SP,Plataforma continental,
2009,7,16,10,7,-8260,-35960,  0.0, 0.0,PE,Caruaru,
2009,7,19,19,46,-3630,-40510,  5.0, 2.2,CE,S.da Meruoca,
2009,7,24,6,7,-11620,-56700,  5.0, 3.1,MT,Tabapora,
2009,7,31,14,28,-3620,-40530,  5.0, 2.5,CE,Alcantaras,
2009,7,31,20,55,-3620,-40530,  5.0, 3.4,CE,Alcantaras,
2009,8,1,14,53,-21600,-46890,  0.0, 2.2,SP,SAO JOSE DO RIO PARDO,
2009,8,6,,,-3460,-40210,  0.0, 0.0,CE,Sant. Acarai,
2009,8,11,,,-3070,-40730,  0.0, 0.0,CE,Granja,
2009,8,13,,,-3460,-40210,  0.0, 0.0,CE,Sant. Acarai,
2009,8,26,,,-5490,-38450,  0.0, 0.0,CE,Castanhao,
2009,9,3,15,39,-23910,-45850,  0.0, 2.4,SP,Plataforma continental,
2009,9,7,0,18,-23450,-45510,  0.0, 3.3,SP,Paraibuna,
2009,9,7,22,14,-3070,-40730,  5.0, 2.6,CE,Granja-Parazinho,
2009,9,8,7,16,-4620,-38160,  0.0, 2.6,CE,BeberiPalhano,
2009,9,9,4,11,-1900,-61430,  0.0, 4.2,RR,Roraima,
2009,9,10,16,59,-24930,-43850,  0.0, 3.1,SP,Plataforma continental,
2009,9,23,5,27,-15060,-44260,  5.0, 2.8,MG,Itacarambi,
2009,10,7,10,12,-15060,-44260,  5.0, 2.5,MG,Itacarambi,
2009,10,9,9,40,-11620,-56700,  5.0, 2.6,MT,PortoGauchos,
2009,10,23,8,13,-24170,-43200,  0.0, 3.0,RJ,Plataforma continental,
2009,10,27,0,45,-3760,-40330,  5.0, 2.6,CE,Sobral,
2009,10,31,17,41,-24060,-46040,  0.0, 2.4,SP,Plataforma continental,
2009,11,3,23,17,-21670,-50170,  0.0, 2.1,SP,ALTO ALEGRE,
2009,11,5,18,56,-24180,-45980,  0.0, 2.4,SP,Plataforma continental,
2009,11,10,17,40,-27500,-56700, 15.0, 3.5,AR,Sur de Paraguay,
2009,11,23,16,40,-24120,-45830,  0.0, 2.4,SP,Plataforma continental,
2009,11,25,9,43,-8260,-35960,  0.0, 2.1,PE,Caruaru,
2009,11,25,14,22,-24340,-43320,  0.0, 2.5,RJ,Plataforma continental,
2009,11,26,22,55,760,-43000,  5.0, 4.0,MA,PlatafContin.,
2009,11,29,22,5,-26160,-57630, 32.0, 4.5,PY,Lag.Ypoa, Paraguay
2009,12,2,2,39,-10370,-52710,  5.0, 3.5,MT,Sta.Cruz Xingu,
2009,12,19,17,48,-24230,-46150,  0.0, 2.7,SP,Plataforma continental,
2009,12,21,8,25,-3550,-40650,  0.0, 2.9,CE,Coreauh,
2009,12,29,18,54,-24270,-46120,  0.0, 2.7,SP,Plataforma continental,
2009,12,30,16,41,-2330,-59760,  5.0, 3.0,AM,PresFigueired,
2010,1,2,3,28,-3550,-40650,  5.0, 2.7,CE,Coreau,
2010,1,9,18,18,-5550,-35660, 10.0, 3.5,RN,Taipu,
2010,1,11,15,54,-5550,-35660, 10.0, 4.3,RN,Taipu,
2010,1,13,2,6,-11620,-56700,  5.0, 2.9,MT,Porto Gauchos,
2010,1,17,22,38,-11620,-56700,  5.0, 2.6,MT,Porto Gauchos,
2010,1,22,7,48,-14400,-47810,  0.0, 3.2,GO,Colinas doSul,
2010,1,25,2,17,-16220,-44910,  0.0, 3.3,MG,IcaraideMinas,
2010,1,28,3,45,-19500,-43950,  0.0, 3.6,MG,BeloHorizonte,
2010,2,13,,,-5920,-38050,  5.0, 0.0,RN,Tabol.Grande,
2010,2,15,,,-5920,-38050,  5.0, 0.0,RN,Tabol.Grande,
2010,2,15,18,50,-24340,-45820,  0.0, 2.4,SP,Plataforma continental,
2010,2,22,7,46,-21410,-48500,  1.0, 0.8,SP,Taquaritinga,
2010,2,24,1,4,-11620,-56700,  5.0, 2.8,MT,PortoGauchos,
2010,2,27,9,35,-11620,-56700,  5.0, 3.5,MT,PortoGauchos,
2010,2,28,2,21,-8300,-36150,  0.0, 2.9,PE,Sao Caetano,
2010,3,2,1,46,-11620,-56700,  5.0, 2.5,MT,PortoGauchos,
2010,3,3,20,41,-8460,-36780,  0.0, 1.6,PE,Alagoinha,
2010,3,3,21,0,-5920,-38050,  5.0, 2.0,RN,Tabol.Grande,
2010,3,3,22,49,-8460,-36780,  0.0, 2.0,PE,Alagoinha,
2010,3,3,23,17,-8460,-36780,  0.0, 1.8,PE,Alagoinha,
2010,3,4,19,51,-24310,-45820,  0.0, 2.4,SP,Plataforma continental,
2010,3,6,14,34,-24450,-45720,  0.0, 2.2,SP,Plataforma continental,
2010,3,6,20,,-20770,-49710,  0.0, 0.0,SP,Monte Aprazivel,
2010,3,8,23,14,-8460,-36780,  0.0, 3.2,PE,Alagoinha,
2010,3,11,2,57,-8300,-36150,  0.0, 2.7,PE,Sao Caetano,
2010,3,11,20,20,-9480,-35840,  0.0, 0.0,AL,Rio Largo,
2010,3,16,15,30,-13220,-39500,  0.0, 0.0,BA,Mutuipe,
2010,3,18,20,21,-23430,-45930,  0.0, 2.0,SP,SALESOPOLIS,
2010,3,20,19,4,-24010,-46080,  0.0, 2.2,SP,Plataforma continental,
2010,3,22,13,57,-24660,-45270,  0.0, 2.1,SP,Plataforma continental,
2010,3,25,10,39,-5970,-36790,  0.0, 2.9,RN,Sant.do Matos,
2010,3,28,,,-13220,-39500,  0.0, 0.0,BA,Mutuipe,
2010,3,28,16,41,-5550,-35660,  0.0, 2.3,RN,Taipu,
2010,3,29,3,11,-26470,-49080,  0.0, 1.2,SC,Jaragua do Sul,
2010,3,29,4,24,-26490,-49170,  0.0, 1.8,SC,Jaragua do Sul,
2010,3,29,23,5,-26530,-49010,  0.0, 0.9,SC,Jaragua do Sul,
2010,4,2,22,0,-26460,-49230,  0.0, 1.0,SC,Jaragua do Sul,
2010,4,7,21,19,-8460,-36780,  0.0, 2.6,PE,Alagoinha,
2010,4,9,7,8,-27710,-51330,  0.0, 2.1,RS,Barracao,
2010,4,9,7,8,-27710,-51330,  0.0, 2.1,RS,Barracao,
2010,4,9,7,59,-3930,-39870,  0.0, 2.3,CE,Iraussuba,
2010,4,11,23,40,-11620,-56700,  5.0, 2.6,MT,PortoGauchos,
2010,4,14,13,26,-19700,-43960,  0.0, 2.2,MG,Sao Jose Lapa,
2010,4,17,7,6,-8300,-36150,  0.0, 2.3,PE,Sao Caetano,
2010,4,18,23,41,-8570,-35910,  0.0, 2.8,PE,Cupira,
2010,4,19,13,22,-8570,-35910,  0.0, 2.0,PE,Cupira,
2010,4,19,13,32,-8570,-35910,  0.0, 1.9,PE,Cupira,
2010,4,19,15,5,-27030,-44780,  0.0, 2.9,SC,Plataforma continental,
2010,4,20,21,9,-8570,-35910,  0.0, 2.2,PE,Cupira,
2010,4,24,15,44,-25180,-44930,  0.0, 2.4,SP,Plataforma continental,
2010,4,25,23,9,-6820,-72980, 17.0, 4.9,AC,Acre,
2010,4,26,4,33,-29160,-51370,  0.0, 3.5,RS,Caxias do Sul,
2010,4,26,10,33,-3450,-44770,  0.0, 2.6,MA,Arari,
2010,5,5,5,17,-21190,-43980,  0.0, 2.9,MG,Barroso,
2010,5,6,8,9,-24100,-44760,  0.0, 2.0,SP,Plataforma continental,
2010,5,19,0,54,-22970,-44090,  0.0, 2.1,RJ,MANGARATIBA,
2010,5,24,16,18,-8070,-71570,581.0, 6.5,AC,Acre,
2010,5,25,19,26,-21770,-43450,  0.0, 2.0,MG,JUIZ DE FORA,
2010,5,27,6,0,-13220,-39500,  0.0, 0.0,BA,Mutuipe,
2010,5,27,20,4,-9550,-36040,  0.0, 0.0,AL,Atalaia,
2010,5,29,21,54,-26560,-49170,  0.0, 1.2,SC,Jaragua do Sul,
2010,5,31,2,0,-13220,-39500,  0.0, 0.0,BA,Mutuipe,
2010,5,31,2,33,-23480,-45800,  0.0, 2.3,SP,PARAIBUNA,
2010,6,1,6,58,-13200,-39500,  0.0, 3.2,BA,Mutuipe,
2010,6,3,11,22,-19560,-44060,  0.0, 2.9,MG,Matozinhos,
2010,6,11,9,58,-8330,-36290,  0.0, 2.7,PE,Tacaimbo,
2010,6,14,5,0,-10730,-41320,  0.0, 2.5,BA,Umburanas,
2010,7,1,16,44,-22430,-40650,  0.0, 3.8,RJ,Plataforma continental,
2010,7,19,4,10,-8300,-36150,  0.0, 2.7,PE,Sao Caetano,
2010,8,21,12,57,-21750,-50010,  0.0, 3.0,SP,Getulina,Macuco
2010,8,31,19,12,-21820,-43410,  0.0, 2.0,MG,JUIZ DE FORA,
2010,9,1,7,11,-8300,-36150,  0.0, 2.0,PE,Sao Caetano,
2010,9,29,17,34,-16730,-43860,  0.0, 2.4,MG,Montes Claros,
2010,9,29,19,54,-16730,-43860,  0.0, 2.8,MG,Montes Claros,
2010,10,4,19,7,-13720,-49160,  5.0, 3.6,GO,Mara Rosa,
2010,10,8,20,16,-13771,-49160,  1.4, 5.0,GO,Mara Rosa,
2010,10,8,20,25,-13770,-49160,  2.0, 4.2,GO,Mara Rosa,
2010,10,14,3,51,-24380,-45080,  0.0, 2.3,SP,Plataforma Continental,
2010,10,20,,,-13220,-39500,  0.0, 0.0,BA,Mutuipe,
2010,10,24,19,1,-25460,-47600,  0.0, 2.8,SP,Plataforma Continental,
2010,10,26,5,34,-13790,-49990,  0.0, 3.5,MT,StaCruzXingu,
2010,10,26,13,15,-3630,-40510,  5.0, 2.6,CE,S.da Meruoca,
2010,10,31,,,-3630,-40510,  5.0, 3.1,CE,S.da Meruoca,
2010,11,5,14,49,-24470,-45250,  0.0, 2.1,SP,Plataforma Continental,
2010,11,9,14,50,-21480,-43580,  0.0, 2.2,MG,JUIZ DE FORA,
2010,11,28,10,21,-7470,-50400,  0.0, 4.2,PA,Redencao,
2010,12,4,11,26,-5460,-36100,  5.0, 3.1,RN,Pedra Preta,
2010,12,4,23,58,-5460,-36100,  5.0, 3.0,RN,Pedra Preta,
2010,12,5,0,1,-5460,-36100,  5.0, 3.1,RN,Pedra Preta,
2010,12,5,0,25,-5460,-36100,  5.0, 2.0,RN,Pedra Preta,
2010,12,6,9,27,-5460,-36100,  5.0, 1.8,RN,Pedra Preta,
2010,12,8,0,12,-5460,-36100,  5.0, 2.3,RN,Pedra Preta,
2010,12,9,21,29,-13400,-46320,  0.0, 3.7,GO,Sao Domingos,
2010,12,13,3,16,-5460,-36100,  5.0, 2.1,RN,Pedra Preta,
2010,12,14,10,46,-5460,-36100,  5.0, 2.5,RN,Pedra Preta,
2010,12,15,23,15,-26600,-48960,  0.0, 1.4,SC,Jaragua do Sul,
2010,12,17,22,14,-8480,-71440,568.0, 5.0,AC,Acre,
2010,12,31,3,1,-5460,-36100,  5.0, 2.6,RN,Pedra Preta,
2011,1,6,19,30,-22960,-44550,  0.0, 2.0,RJ,NW de ESAR,
2011,1,8,11,49,-13580,-48890,  0.0, 4.1,GO,Trombas-Formosa,
2011,1,8,11,56,-13580,-48920,  0.0, 2.0,GO,Trombas-Formosa,
2011,1,8,23,51,-13780,-49170,  0.0, 2.2,GO,Mara Rosa,
2011,1,20,19,45,-8260,-35960,  0.0, 0.0,PE,Caruaru,
2011,1,31,,,-5290,-36760,  0.0, 0.0,RN,A. do Rodrigues,
2011,1,31,15,0,-3070,-40730,  0.0, 0.0,CE,Granja,
2011,2,3,18,26,-22130,-43120,  0.0, 2.0,RJ,Tres Rios,
2011,2,3,19,43,-21890,-41420,  0.0, 2.5,RJ,Campo de Goytacazes,
2011,2,14,18,58,-5550,-35660,  0.0, 2.1,RN,Taipu,
2011,2,20,14,6,-24780,-45030,  0.0, 2.4,SP,Plataforma continental,
2011,2,26,22,51,-13757,-49156,  0.7, 3.4,GO,Estr. Norte, Mara Rosa
2011,2,27,7,41,-29140,-51100,  0.0, 3.1,RS,Caxias do Sul,
2011,3,2,19,16,-11810,-47920,  0.0, 2.2,TO,Alianca do Tocantins,
2011,3,4,6,59,-13755,-49157,  1.8, 3.6,GO,Estr. Norte, Mara Rosa
2011,3,4,7,2,-13780,-49210,  0.0, 2.8,GO,Estrela Norte,
2011,3,4,7,5,-13780,-49210,  0.0, 3.1,GO,Estrela Norte,
2011,3,5,23,28,-16701,-43883,  0.0, 3.3,MG,Montes Claros,
2011,3,9,12,2,-15730,-51100,  0.0, 3.6,GO,Santa Fé de Goiás,
2011,3,12,15,48,-5550,-35660,  0.0, 2.6,RN,Taipu,
2011,3,16,20,8,-8260,-35960,  0.0, 2.0,PE,Caruaru,
2011,3,17,15,26,-8260,-35960,  0.0, 1.9,PE,Caruaru,
2011,3,30,21,40,-13780,-49150,  0.8, 1.4,GO,Mara Rosa,
2011,4,3,8,48,-21120,-44930,  0.0, 1.9,MG,Ijaci,
2011,4,4,15,20,-3500,-40290,  0.0, 2.7,CE,Massapeh,
2011,4,9,19,52,-13770,-49150,  1.8, 1.5,GO,Mara Rosa,
2011,4,18,12,45,-13770,-49170,  1.3, 1.9,GO,Mara Rosa,
2011,4,19,1,19,-3630,-40510,  0.0, 2.7,CE,Serra da Meruoca,
2011,4,23,2,58,-3500,-40290,  0.0, 2.7,CE,Massapeh,
2011,4,23,17,11,-21010,-44960,  0.0, 1.7,MG,Ijaci,
2011,4,24,1,42,-21020,-44920,  0.0, 1.3,MG,Ijaci,
2011,4,25,7,19,-460,-19980, 10.0, 4.7,PE,C.Mid Atl.Ridge,
2011,4,27,20,38,-28210,-51530,  0.0, 2.5,RS,Lagoa Vermelha,
2011,4,30,8,16,-11120,-48640,  0.0, 2.2,TO,Brejinho de Nazare,
2011,5,19,9,17,-20950,-44980,  0.0, 1.5,MG,Ijaci,
2011,5,21,19,51,-24090,-46040,  0.0, 2.1,SP,Plataforma continental,
2011,5,22,0,6,-20980,-44960,  0.0, 1.6,MG,Ijaci,
2011,6,7,2,17,-8240,-35780,  0.0, 2.2,PE,Bezerros,
2011,6,8,3,0,-8230,-35640,  0.0, 0.0,PE,Gravatah,
2011,6,19,7,9,-14690,-49770,  0.0, 3.5,GO,Pilar de Goiás,
2011,6,24,11,58,-21430,-47100,  0.0, 2.5,SP,Ribeirão Preto,
2011,7,3,5,4,-13770,-49110,  0.0, 2.4,GO,Estrela Norte,
2011,7,8,10,46,-6120,-36810,  0.0, 2.1,RN,Florania,
2011,7,14,3,15,-23380,-45660,  0.0, 2.4,SP,Paraibuna,
2011,7,19,5,52,-6030,-35770,  0.0, 1.0,RN,Serra Caiada,
2011,7,20,17,53,-21090,-44970,  0.0, 1.4,MG,Ijaci,
2011,7,24,21,57,-23184,-45101,  0.0, 2.1,SP,Igaratah,
2011,7,27,18,25,-22180,-39550,  0.0, 3.2,RJ,Plataforma Continental,
2011,8,1,6,18,-25050,-52830,  0.0, 2.8,PR,Guaraniacu,
2011,8,8,13,53,-3630,-40510,  5.0, 3.0,CE,S.da Meruoca,
2011,8,11,15,16,-22910,-44170,  0.0, 2.1,RJ,NW de ESAR,
2011,8,12,10,2,-22920,-44170,  0.0, 2.4,RJ,NW de ESAR,
2011,8,12,10,7,-22910,-44170,  0.0, 2.3,RJ,NW de ESAR,
2011,8,14,16,50,-21170,-44950,  0.0, 3.2,MG,Ijaci, Funil
2011,8,18,21,14,-30440,-49960,  0.0, 3.3,RS,Plataforma Continental,
2011,8,24,5,28,-15060,-44290,  0.0, 2.3,MG,Caraibas,
2011,9,6,19,41,-8540,-37690,  0.0, 0.0,PE,Ibimirim,
2011,9,9,13,22,-16590,-43900,  0.0, 2.6,MG,Montes Claros,
2011,9,22,11,57,-29470,-50080,  0.0, 2.6,RS,Maquineh,
2011,9,28,4,39,-29470,-50080,  0.0, 1.8,RS,Maquine,
2011,9,28,5,4,-29610,-50240,  0.0, 2.2,RS,Maquineh,
2011,10,1,1,40,-25170,-44720,  0.0, 2.2,SP,Plataforma Continental,
2011,10,4,14,1,-22870,-44420,  0.0, 2.0,RJ,A norte de ESAR,
2011,10,5,18,9,-21190,-44950,  0.0, 2.6,MG,Ijaci Represa de Funil,
2011,10,9,15,0,-3630,-40510,  0.0, 0.0,CE,Serra da Meruoca,
2011,10,10,13,22,-16590,-43900,  0.0, 2.6,MG,Montes Claros,
2011,10,12,17,22,-5540,-35750,  0.0, 1.9,RN,Joao Camara,
2011,10,12,17,31,-5540,-35750,  0.0, 2.3,RN,Joao Camara,
2011,10,14,7,17,-20630,-45760,  0.0, 2.8,MG,Santo Inacio,
2011,10,17,23,24,-23380,-45660,  0.0, 2.6,SP,Paraibuna,
2011,10,19,11,48,-5540,-35750,  0.0, 2.1,RN,Joao Camara,
2011,10,21,23,12,-5540,-35750,  0.0, 2.3,RN,Joao Camara,
2011,10,22,0,26,-5540,-35750,  0.0, 2.2,RN,Joao Camara,
2011,10,22,0,39,-5540,-35750,  0.0, 2.1,RN,Joao Camara,
2011,10,22,6,,-10480,-51760,  0.0, 3.0,MT,Confresa,
2011,10,22,19,29,-20100,-43940,  0.0, 3.4,MG,Nova Lima,
2011,10,23,10,17,-5540,-35750,  0.0, 2.6,RN,Joao Camara,
2011,10,23,10,29,-5540,-35750,  0.0, 2.2,RN,Joao Camara,
2011,10,24,12,38,-5540,-35750,  0.0, 2.8,RN,Joao Camara,
2011,11,3,5,19,-3630,-40510,  5.0, 1.8,CE,S.da Meruoca,
2011,11,9,5,18,-3460,-40210,  0.0, 2.1,CE,Santana do Acarau,
2011,11,9,9,33,-3460,-40210,  0.0, 1.9,CE,Santana do Acarau,
2011,11,13,7,39,-21290,-45140,  0.0, 2.6,MG,Lavras,
2011,11,19,4,3,-21300,-43970,  0.0, 2.2,MG,Barbacena,
2011,11,20,4,15,-23630,-44920,  0.0, 2.2,SP,Plataforma Continental,
2011,11,23,7,9,-21200,-44950,  0.0, 2.6,MG,Ijaci,
2011,11,23,19,33,-5460,-36100,  5.0, 2.0,RN,Pedra Preta,
2011,12,3,15,49,-8960,-40470,  0.0, 3.3,PE,Petrolina,
2011,12,5,15,50,-5470,-35690,  0.0, 1.8,RN,Pureza,
2011,12,6,7,45,-14320,-50230,  0.0, 3.4,GO,Nova Crixás,
2011,12,11,16,53,-5460,-36100,  5.0, 1.8,RN,Pedra Preta,
2011,12,11,16,55,-5460,-36100,  5.0, 2.0,RN,Pedra Preta,
2011,12,15,5,19,-3630,-40510,  5.0, 2.0,CE,S.da Meruoca,
2011,12,15,13,1,-16590,-40700,  0.0, 3.6,MG,Felisburgo, SA.Jacinto
2011,12,16,3,22,-5460,-36100,  0.0, 2.1,RN,Pedra Preta,
2011,12,17,16,53,-5460,-36100,  0.0, 1.8,RN,Pedra Preta,
2011,12,17,16,55,-5460,-36100,  0.0, 2.0,RN,Pedra Preta,
2011,12,18,18,55,-29300,-50220,  0.0, 2.7,RS,Maquine,
2011,12,20,12,22,-16590,-43900,  0.0, 2.7,MG,Montes Claros?,
2011,12,25,8,5,-13000,-48380,  0.0, 2.6,TO,Palmeirópolis,
2012,1,19,7,30,-8240,-36190,  0.0, 0.0,PE,Caruaru,
2012,1,22,7,10,-13840,-49070,  1.0, 2.9,GO,Mara Rosa,
2012,1,24,4,41,-3630,-40510,  5.0, 2.1,CE,S.da Meruoca,
2012,2,2,3,12,-10030,-49020,  0.0, 2.3,TO,25 km de Palmas,
2012,2,17,7,11,-3000,-41140,  0.0, 2.5,CE,Barroquinha,
2012,2,21,6,36,-23380,-45660,  0.0, 3.3,SP,Paraibuna,
2012,2,24,21,50,-12050,-63500,  0.0, 3.6,RO,S.Fco Guapore,
2012,2,26,3,8,-5470,-35690,  0.0, 1.5,RN,Pureza,
2012,3,10,18,26,-3410,-33950,  0.0, 2.3,RN,Plataf. Continental,
2012,3,14,10,40,-28160,-48130,  0.0, 3.1,SC,Plataf. Continental,
2012,3,18,3,14,-8240,-36000,  0.0, 2.1,PE,Caruaru,
2012,3,20,18,6,-11180,-40470,  0.0, 0.0,BA,Jacobina,
2012,3,21,,,-8240,-36000,  0.0, 0.0,PE,Caruaru,
2012,3,21,9,51,-13420,-48580,  0.0, 2.0,GO,Montividiu do Norte,
2012,3,23,15,31,-23280,-44810,  0.0, 2.0,RJ,Plataf. Continental,
2012,3,24,17,2,-25420,-44650,  0.0, 2.7,SP,Plataf. Continental,
2012,3,27,7,5,-15640,-54320,  0.0, 3.1,MT,Primavera do Leste,
2012,3,28,14,15,-8250,-36160,  0.0, 2.6,PE,Sao Caetano,
2012,3,28,23,53,-8250,-36160,  0.0, 2.6,PE,Sao Caetano,
2012,3,29,0,22,-8250,-36160,  0.0, 1.8,PE,Sao Caetano,
2012,3,29,0,24,-8250,-36160,  0.0, 1.8,PE,Sao Caetano,
2012,3,29,17,15,-8250,-36160,  0.0, 3.1,PE,Sao Caetano,
2012,3,31,16,9,-13450,-49950,  0.0, 3.7,GO,S.Miguel Araguaia,
2012,3,31,16,22,-6100,-50160,  0.0, 2.5,PA,Carajás detonação ???,
2012,4,2,4,47,-16590,-43900,  0.0, 1.3,MG,Montes Claros,
2012,4,2,5,21,-16590,-43900,  0.0, 2.8,MG,Montes Claros,
2012,4,2,7,19,-16590,-43900,  0.0, 2.7,MG,Montes Claros,
2012,4,12,5,11,-9780,-48330,  0.0, 2.2,TO,Lajeado,
2012,4,15,18,4,-5460,-36100,  0.0, 2.8,RN,Pedra Preta,
2012,4,20,19,33,-8250,-36160,  0.0, 2.2,PE,Sao Caetano,
2012,4,21,,,-4260,-38930,  0.0, 0.0,CE,Guramiranga,
2012,4,21,6,35,-8270,-35920,  0.0, 0.0,PE,Caruaru,
2012,4,21,6,36,-23380,-45660,  0.0, 3.2,SP,Paraibuna,
2012,4,22,,,-11400,-41800,  0.0, 2.8,BA,Lapão,
2012,4,23,9,28,-23410,-44780,  0.0, 2.2,RJ,Plataforma continental,
2012,4,24,1,34,-13770,-49110,  0.0, 3.2,GO,Estrela do Norte,
2012,4,25,,,-4260,-38930,  0.0, 0.0,CE,Guramiranga,
2012,4,26,8,46,-4310,-37930,  0.0, 2.0,CE,Beberibe,
2012,4,26,23,54,-5460,-36100,  0.0, 2.4,RN,Pedra Preta,
2012,4,27,11,56,-8180,-35830,  0.0, 0.0,PE,Bezerros,
2012,5,1,8,48,-5980,-37870,  0.0, 2.7,RN,Umarizal,
2012,5,2,13,51,-4010,-39100,  0.0, 2.1,CE,Pentecoste,
2012,5,6,0,3,-26220,-48900,  0.0, 2.4,SC,Pirabeiraba,
2012,5,6,22,49,-26220,-48900,  0.0, 2.0,SC,Pirabeiraba,
2012,5,8,4,9,-8330,-36200,  0.0, 2.2,PE,Sao Caetano,
2012,5,9,,,-8540,-36180,  0.0, 0.0,PE,Altinho,
2012,5,10,19,12,-7910,-36210,  0.0, 0.0,PE,Sta. Cruz Capibaribe,
2012,5,17,10,50,-13770,-48930,  0.0, 2.7,GO,Mara Rosa,
2012,5,19,13,41,-16695,-43885,  1.1, 4.0,MG,Montes Claros,
2012,5,19,13,44,-16730,-43980,  0.0, 2.7,MG,Montes Claros,
2012,5,19,16,44,-16700,-43890,  0.0, 2.6,MG,Montes Claros,
2012,5,20,5,10,-16730,-43980,  0.0, 1.7,MG,Montes Claros,
2012,5,20,19,32,-16700,-43890,  0.0, 2.8,MG,Montes Claros,
2012,5,22,17,9,-16700,-43890,  0.0, 3.0,MG,Montes Claros,
2012,6,10,10,38,-25400,-45420,  0.0, 2.8,SP,Plataforma continental,
2012,6,13,10,14,-5430,-35720,  0.0, 1.6,RN,Pureza,
2012,6,18,2,50,-5850,-36930,  0.0, 1.3,RN,Barra do Assu,
2012,6,19,14,35,-22330,-42550,  0.0, 2.2,RJ,Nova Friburgo,
2012,6,20,13,52,-5460,-36100,  0.0, 2.7,RN,Pedra Preta,
2012,6,29,12,18,-2260,-49350,  0.0, 3.6,PA,Baiao,
2012,7,11,20,19,-21790,-41440,  0.0, 2.5,RJ,Plataforma continental,
2012,7,14,6,40,-29370,-51250,  0.0, 2.8,RS,ValeReal Caxias do Sul,
2012,7,17,22,32,-5850,-36930,  0.0, 1.7,RN,B. do Assu,
2012,7,19,14,59,-15380,-51170,  0.0, 4.0,GO,Britânia,
2012,7,21,13,21,-30360,-53460,  0.0, 0.9,RS,Cacapava do Sul,
2012,7,21,13,27,-30540,-53600,  0.0, 2.4,RS,Caçapava do Sul,
2012,7,28,12,49,-15430,-51160,  0.0, 3.5,GO,Britânia,
2012,8,2,7,14,-3630,-40510,  0.0, 2.9,CE,Serra da Meruoca,
2012,8,2,7,41,-3630,-40510,  0.0, 2.2,CE,Serra da Meruoca,
2012,8,3,16,43,-16730,-43980,  0.0, 2.3,MG,Montes Claros,
2012,8,7,16,9,-8250,-36160,  0.0, 2.2,PE,Sao Caetano,
2012,8,7,20,27,-8250,-36160,  0.0, 2.2,PE,Sao Caetano,
2012,8,16,14,14,-330,-18810, 10.0, 5.3,PE,C.Mid-Atl.Ridge,
2012,8,17,0,12,-330,-18710, 10.0, 5.2,PE,C.Mid-Atl.Ridge,
2012,9,11,23,5,-5460,-36100,  0.0, 2.7,RN,Pedra Preta,
2012,9,12,18,6,-5460,-36100,  0.0, 3.0,RN,Pedra Preta,
2012,9,12,23,56,-16704,-43884,  0.5, 2.9,MG,Montes Claros,
2012,9,14,22,10,-19950,-44840,  0.0, 2.9,MG,Sao Goncalo do Parah,
2012,9,23,22,37,-580,-19910, 10.0, 4.8,PE,C.Mid-Atl.Ridge,
2012,10,2,15,35,-20410,-44020,  0.0, 2.3,MG,Pres. Bernardes,
2012,10,3,4,52,-8250,-36160,  0.0, 2.7,PE,Sao Caetano,
2012,10,4,16,38,-5460,-36100,  0.0, 1.8,RN,Pedra Preta,
2012,10,6,22,52,-5460,-36100,  0.0, 2.8,RN,Pedra Preta,
2012,10,10,8,15,-5460,-36100,  0.0, 1.8,RN,Pedra Preta,
2012,10,10,16,16,-8370,-35840,  0.0, 2.3,PE,Bezerros,
2012,10,11,10,8,-5460,-36100,  0.0, 2.0,RN,Pedra Preta,
2012,10,16,8,44,-5460,-36100,  0.0, 1.8,RN,Pedra Preta,
2012,10,17,16,21,-16650,-43890,  0.0, 1.9,MG,Montes Claros,
2012,10,23,20,28,-5460,-36100,  0.0, 1.5,RN,Pedra Preta,
2012,10,24,12,20,-24280,-42520,  0.0, 2.4,RJ,Plataforma continental,
2012,11,7,9,13,-5460,-36100,  0.0, 2.1,RN,Pedra Preta,
2012,11,15,3,3,-16703,-43880,  2.0, 2.3,MG,Montes Claros,
2012,11,17,0,41,-5520,-35750,  0.0, 2.8,RN,Joao Camara,
2012,11,18,13,28,-5460,-36100,  0.0, 2.6,RN,Pedra Preta,
2012,11,21,12,59,-5460,-36100,  0.0, 1.6,RN,Pedra Preta,
2012,11,25,20,41,-5460,-36100,  0.0, 1.6,RN,Pedra Preta,
2012,11,25,22,57,-9460,-63020,  0.0, 4.7,RO,Ariquemes,
2012,11,29,14,9,-16700,-43880,  0.0, 1.6,MG,Montes Claros,
2012,12,6,4,49,-3150,-50900,  0.0, 3.0,PA,50 km de Anapu,
2012,12,6,11,16,-5460,-36100,  0.0, 2.4,RN,Pedra Preta,
2012,12,8,18,52,-13560,-49180,  0.0, 3.8,GO,Mara Rosa Porangatu,
2012,12,15,3,1,-5460,-36100,  0.0, 2.4,RN,Pedra Preta,
2012,12,19,4,54,-16697,-43879,  1.4, 3.5,MG,Montes Claros,
2012,12,19,5,31,-16700,-43882,  1.3, 3.5,MG,Montes Claros,
2012,12,19,5,32,-16700,-43880,  2.0, 2.1,MG,Montes Claros,
2012,12,21,12,20,-5460,-36100,  0.0, 1.9,RN,Pedra Preta,
2012,12,21,12,37,-5460,-36100,  0.0, 3.6,RN,Pedra Preta,
