ano,mês,dia,hora,min,latit,longit,ss.s,mag,estado,cidade,
2012,12,21,13,7,-5460,-36100,  0.0, 1.7,RN,Pedra Preta,
2012,12,22,8,56,-29320,-51200,  0.0, 3.4,RS,ValeReal Caxias do Sul,
2012,12,22,12,8,-5250,-35880,  0.0, 1.7,RN,Parazinho,
2012,12,22,15,38,-5250,-35880,  0.0, 1.9,RN,Parazinho,
2012,12,23,4,26,-18410,-56790,  0.0, 3.4,MS,Mato Grosso do Sul,
2012,12,23,6,6,-16700,-43880,  2.0, 2.7,MG,Montes Claros,
2012,12,24,11,37,-5460,-36100,  0.0, 2.7,RN,Pedra Preta,
2012,12,24,16,16,-5220,-35890,  0.0, 2.1,RN,Parazinho,
2012,12,26,7,30,-5240,-35890,  0.0, 2.2,RN,Parazinho,
2012,12,28,2,25,-5240,-35860,  0.0, 1.7,RN,Parazinho,
2012,12,28,2,25,-5240,-35860,  0.0, 2.6,RN,Parazinho,
2012,12,28,5,14,-5240,-35860,  0.0, 1.7,RN,Parazinho,
2012,12,28,10,57,-5240,-35860,  0.0, 1.5,RN,Parazinho,
2013,1,5,12,18,-5450,-36140,  0.0, 3.3,RN,Pedra Preta,
2013,1,5,13,1,-5450,-36130,  0.0, 2.7,RN,Pedra Preta,
2013,1,9,13,13,-16710,-43890,  0.0, 0.7,MG,Montes Claros,
2013,1,12,7,10,-5480,-36130,  0.0, 1.9,RN,Pedra Preta,
2013,1,18,0,19,-15530,-47910,  0.0, 2.2,DF,Brasilia,
2013,1,21,5,19,-17320,-56510,  0.0, 2.0,MT,Pocone,
2013,1,22,3,59,-16720,-54360,  0.0, 3.2,MT,Pedra Preta,
2013,1,25,19,30,-6050,-36330,  0.0, 2.4,RN,Cerro Corah,
2013,1,25,11,38,-8440,-50070,  0.0, 2.8,PA,Sta Maria das Barreiras,
2013,2,2,20,10,-21080,-44470,  0.0, 2.2,MG,Conc.da Barra de Minas,
2013,2,3,8,47,-21850,-46890,  0.0, 2.9,SP,Vargem Grande do Sul,
2013,2,3,19,5,-22780,-44390,  0.0, 1.8,SP,Bananal,
2013,2,5,1,2,-21190,-42560,  0.0, 3.0,MG,Mirai,
2013,2,8,13,57,-16700,-43860,  0.0, 1.2,MG,Montes Claros,
2013,2,13,4,59,-20210,-47470,  0.0, 2.4,SP,Rifaina,
2013,2,14,14,10,-16600,-48200,  0.0, 1.2,GO,Cruzeiro,
2013,2,16,20,25,-16700,-43860,  0.0, 1.4,MG,Montes Claros,
2013,2,19,12,19,-11570,-48220,  0.0, 2.8,TO,Sta Rosa do Tocantins,
2013,2,20,5,47,-18520,-45490,  0.0, 1.3,MG,Represa Três Marias,
2013,2,20,18,44,-18760,-44910,  0.0, 2.9,MG,Felixlandia,
2013,2,27,23,28,-18680,-45520,  0.0, 3.7,MG,Biquinhas-Paineiras,
2013,3,1,19,20,-11650,-47740,  0.0, 1.7,TO,Natividade,
2013,3,3,13,36,-5420,-36110,  0.0, 2.3,RN,Pedra Preta,
2013,3,4,7,42,-23810,-43630,  0.0, 2.8,RJ,Plataforma Continental,
2013,3,4,12,29,-18540,-45510,  0.0, 3.0,MG,Morada Nova de Minas,
2013,3,5,14,59,-16700,-43890,  0.0, 1.5,MG,Montes Claros,
2013,3,17,20,28,-3670,-40470,  0.0, 2.6,CE,Serra da Meruoca,
2013,4,2,19,34,-16640,-43920,  0.0, 1.5,MG,Montes Claros,
2013,4,3,5,29,550,-27710, 10.0, 4.8,PE,Arquip.S.Pedro-S.Paulo,
2013,4,6,15,15,-16690,-43850,  0.0, 2.0,MG,Montes Claros,
2013,4,6,21,4,-21130,-44830,  0.0, 1.6,MG,Ibituruna,
2013,4,9,17,32,-6510,-50060,  0.0, 2.8,PA,Canaã dos Carajás,
2013,4,16,23,6,-12700,-47450,  0.0, 3.1,TO,Parana,
2013,4,18,10,10,-16697,-43889,  1.5, 3.5,MG,Montes Claros,
2013,4,20,14,58,-21170,-44070,  0.0, 2.5,MG,Dores de Campos,
2013,4,21,8,40,-3770,-52000,  0.0, 1.0,PA,60km NW de Altamira,
2013,4,25,15,11,-28690,-53140,  0.0, 2.7,RS,Quinze de Novembro,
2013,4,25,15,13,-22750,-50580,  5.0, 2.6,SP,Taruma,
2013,5,1,12,53,-22570,-43750,  0.0, 2.5,RJ,Mendes,
2013,5,18,6,2,5680,-58130, 10.0, 4.8,GA,Guyana,
2013,5,21,10,20,-18870,-48380,  0.0, 1.4,MG,NE de Uberlândia,
2013,5,21,17,30,-4070,-48340,  0.0, 2.8,PA,Centro do Pará,
2013,5,23,4,16,-23380,-45550,  0.0, 2.6,SP,Natividade da Serra,
2013,5,29,18,19,-21140,-44920,  0.0, 1.8,MG,Represa de Funil,
2013,5,30,10,19,-21120,-44950,  0.0, 1.0,MG,Represa de Funil,
2013,6,1,3,19,-21170,-44930,  0.0, 1.0,MG,Represa de Funil,
2013,6,4,6,3,-21150,-44930,  0.0, 1.0,MG,Represa de Funil,
2013,6,6,4,43,-7860,-50130,  0.0, 1.9,PA,Pau DArco,
2013,6,10,0,59,-12800,-52060,  0.0, 2.9,PA,Querência,
2013,6,12,5,41,-21150,-44920,  0.0, 1.0,MG,Represa de Funil,
2013,6,13,13,36,-6500,-50110,  0.0, 2.5,PA,Canaã dos Carajás,
2013,6,15,8,14,-19350,-47980,  0.0, 2.0,MG,Uberaba,
2013,6,15,18,32,-13320,-46440,  0.0, 1.6,GO,Divinópolis de Goiás,
2013,6,20,19,58,-16690,-43880,  0.0, 1.0,MG,Montes Claros,
2013,6,22,6,4,-13950,-49040,  2.0, 3.4,GO,Mutunopolis,
2013,6,22,6,24,-13780,-49080,  0.0, 2.4,GO,Mutunopolis,
2013,6,25,19,30,-21150,-44930,  0.0, 1.8,MG,Represa de Funil,
2013,7,26,2,11,-10680,-48320,  0.0, 1.8,TO,Porto Nacional,
2013,7,30,4,22,-13780,-48370,  0.0, 3.3,GO,Campinacu,
2013,7,30,9,52,-13670,-49020,  0.0, 2.5,GO,Santa Tereza de Goias,
2013,7,30,17,43,-19580,-43410,  0.0, 2.9,MG,Bom Jesus do Amparo,
2013,7,31,21,26,-22350,-47930,  0.0, 2.5,SP,Itirapina,
2013,8,2,19,24,-19030,-43260,  0.0, 2.1,MG,Dom Joaquim,
2013,8,11,10,32,-13620,-47240,  0.0, 2.5,GO,Sta Terezinha de Goiás,
2013,8,11,14,53,-7920,-50130,  0.0, 4.4,PA,Redenção e Pau dArco,
2013,9,28,16,10,-19530,-43330,  0.0, 2.8,MG,Itambé de Mato Dentro,
2013,10,1,20,4,-4220,-48440,  0.0, 2.7,PA,Pará,
2013,10,6,12,53,-19510,-56540,  0.0, 2.6,MS,Miranda,
2013,10,7,2,35,-19740,-46740,  0.0, 1.9,MG,Araxá,
2013,10,9,20,40,-22650,-40560,  0.0, 2.8,RJ,Quissama,
2013,10,13,10,49,-9670,-72290, 16.0, 4.5,AC,Jordao,
2013,10,24,22,34,-5380,-36110,  0.0, 2.7,RN,Pedra Preta,
2013,10,25,11,9,-5390,-36090,  2.0, 3.7,RN,Pedra Preta,
2013,10,25,12,1,-25972,-57364, 10.0, 3.3,PY,Yaceretá,
2013,10,27,3,2,-20070,-51100,  0.0, 2.7,MS,Aparecida do Taboado,
2013,10,28,14,22,-5420,-36120,  0.0, 2.2,RN,Pedra Preta,
2013,10,29,15,17,-5390,-36120,  0.0, 3.4,RN,Pedra Preta,
2013,10,30,17,58,-5460,-36130,  0.0, 2.1,RN,Pedra Preta,
2013,10,31,14,3,-31730,-53180,  0.0, 2.8,RS,Pinheiro Machado,
2013,10,31,22,56,-5290,-36110,  0.0, 2.6,RN,Pedra Preta,
2013,11,1,1,5,-5440,-36120,  2.0, 2.0,RN,Pedra Preta,
2013,11,1,11,51,-5440,-36130,  2.0, 2.8,RN,Pedra Preta,
2013,11,1,22,7,-5450,-36120,  2.0, 2.5,RN,Pedra Preta,
2013,11,2,10,25,-5440,-36110,  2.0, 2.1,RN,Pedra Preta,
2013,11,2,11,28,-5580,-36160,  2.0, 1.8,RN,Pedra Preta,
2013,11,2,14,34,-5480,-36140,  2.0, 1.5,RN,Pedra Preta,
2013,11,2,19,29,-5450,-36130,  2.0, 1.9,RN,Pedra Preta,
2013,11,3,11,39,-5480,-36140,  2.0, 2.4,RN,Pedra Preta,
2013,11,3,11,41,-5490,-36140,  2.0, 2.1,RN,Pedra Preta,
2013,11,5,4,6,-5470,-36140,  2.0, 2.0,RN,Pedra Preta,
2013,11,5,5,28,-5440,-36120,  2.0, 2.0,RN,Pedra Preta,
2013,11,5,16,38,-5490,-36150,  2.0, 3.0,RN,Pedra Preta,
2013,11,11,0,15,-100,-67100,  0.0, 3.0,AM,S.Gabriel da Cachoeira,
2013,11,13,18,19,-15110,-48980,  0.0, 1.9,GO,Barro Alto,
2013,11,15,7,42,-5480,-36130,  2.0, 3.0,RN,Pedra Preta,
2013,11,25,13,4,-5460,-36140,  0.0, 2.8,RN,Pedra Preta,
2013,11,27,5,50,-5370,-35770,  0.0, 3.5,RN,Parazinho,
2013,12,1,22,26,-5570,-36160,  0.0, 1.7,RN,Pedra Preta,
2013,12,2,6,16,-5410,-36100,  0.0, 3.2,RN,Pedra Preta,
2013,12,4,19,12,-5470,-36140,  0.0, 2.1,RN,Pedra Preta,
2013,12,6,15,41,-5510,-36140,  0.0, 2.4,RN,Pedra Preta,
2013,12,8,16,54,-4190,-31250,  0.0, 4.7,RN,F.Noronha,
2013,12,14,5,58,-11710,-47630,  0.0, 1.8,TO,Chapada da Natividade,
2013,12,26,16,25,-5560,-36160,  0.0, 2.1,RN,Pedra Preta,
2013,12,28,13,40,-420,-60220,  0.0, 4.0,AM,Pitinga,
2014,1,5,20,32,-5440,-36110,  2.0, 1.3,RN,Pedra_Preta,
2014,1,7,8,40,-16700,-43900,  1.0, 2.5,MG,Montes Claros,
2014,1,7,12,14,-5520,-36170,  0.0, 2.6,RN,Pedra Preta,
2014,1,30,23,48,-21920,-49810,  2.0, 2.4,SP,Guaimbê,
2014,2,11,3,56,-19970,-43810,  0.0, 3.0,MG,Raposo S.J.Lapa,
2014,3,9,6,2,-23990,-41970,  0.0, 2.2,RJ,Arraial do Cabo,
2014,3,10,12,38,-12560,-41730,  0.0, 2.0,BA,Brotas de Macaubas,
2014,3,11,17,42,370,-27970, 10.0, 5.0,PE,Arquip.S.Pedro/S.Paulo,
2014,3,17,6,55,-24560,-45540,  0.0, 2.2,SP,Ilhabela,
2014,3,19,21,17,-21080,-48540,  0.0, 0.8,SP,Taiacu,
2014,3,27,17,59,-8600,-74010,160.0, 5.1,AC,Peru-Brazil Brdr Rg,
2014,4,1,16,6,-16710,-43730,  0.0, 2.5,MG,Montes Claros,
2014,4,1,16,11,-16630,-43740,  0.0, 2.0,MG,Montes Claros,
2014,4,4,16,59,-13670,-49180,  0.0, 3.3,GO,Mutunópolis,
2014,4,4,17,5,-13700,-49230,  0.0, 2.8,GO,Mutunópolis,
2014,4,5,17,8,-20270,-43930,  0.0, 2.1,MG,Itabirito Herculano,
2014,4,5,17,9,-20270,-43930,  0.0, 2.7,MG,Itabirito Herculano,
2014,4,5,17,11,-20270,-43930,  0.0, 2.1,MG,Itabirito Herculano,
2014,4,5,17,19,-20270,-43930,  0.0, 1.8,MG,Itabirito Herculano,
2014,4,5,17,22,-20270,-43930,  0.0, 1.8,MG,Itabirito Herculano,
2014,4,6,13,39,-16688,-43890,  1.9, 3.3,MG,Montes Claros,
2014,4,6,13,43,-16700,-43881,  0.0, 1.9,MG,Montes Claros,
2014,4,6,14,47,-16680,-43891,  0.0, 2.3,MG,Montes Claros,
2014,4,6,19,31,-16685,-43888,  1.9, 3.4,MG,Montes Claros,
2014,4,7,15,27,-8290,-71520,579.0, 5.2,AC,Tarauacá,
2014,4,8,2,55,-16770,-43970,  0.0, 2.9,MG,Montes Claros,
2014,4,8,8,33,-24520,-45190,  0.0, 1.8,SP,Ilhabela,
2014,4,11,18,51,-16690,-43730,  2.0, 1.6,MG,Montes Claros,
2014,4,12,17,36,-12480,-57190,  0.0, 2.6,MT,Nova Maringá,
2014,4,14,7,47,4890,-32020, 10.0, 4.4,PE,Arquip.S.Pedro/S.Paulo,
2014,4,15,1,17,-19470,-45390,  2.0, 2.0,MG,Martinho Campos,
2014,4,17,16,30,-14920,-58650,  0.0, 2.5,MT,Reserva do Cabaçal,
2014,4,17,16,44,-17190,-50790,  0.0, 2.2,GO,St. Antonio da Barra,
2014,4,20,16,9,-2970,-40600,  0.0, 2.3,CE,Jijoca de Jericoacoara,
2014,4,23,16,45,-15120,-59950,  0.0, 2.9,MT,Vila B. Stma. Trindade,
2014,4,27,12,45,-5910,-35570,  2.0, 1.3,RN,São Pedro,
2014,4,27,12,51,-5910,-36560,  2.0, 1.7,RN,Santana do Matos,
2014,4,29,17,9,-14970,-59780,  0.0, 2.4,MT,Vila B. Stma. Trindade,
2014,5,2,11,37,-19550,-57370,  0.0, 3.7,MS,Ladário,
2014,5,8,14,54,-20600,-45290,  0.0, 2.4,MG,Camacho,
2014,5,12,16,32,-16410,-56290,  0.0, 2.6,MT,Barão de Melgaço,
2014,5,13,2,49,-23660,-45970,  0.0, 2.1,SP,Biritiba-Mirim,
2014,5,15,6,3,-16660,-43880,  2.0, 1.3,MG,Montes Claros,
2014,5,15,14,17,-23590,-51800,  0.0, 2.7,PR,Marialva-reg.Maringá,
2014,5,15,14,57,-16690,-43860,  2.0, 1.5,MG,Montes Claros,
2014,5,15,15,3,-10410,-48910,  0.0, 3.0,TO,Pugmil-Nova Rosalândia,
2014,5,16,20,1,-16730,-44000,  2.0, 1.5,MG,Montes Claros,
2014,5,19,16,38,-14710,-59100,  0.0, 2.1,MT,Conquista D'Oeste,
2014,5,20,17,2,-31600,-53860,  0.0, 2.4,RS,Candiota,
2014,5,20,17,8,-5530,-55300,  0.0, 3.0,PA,Trairão,
2014,5,20,19,23,-16690,-43870,  2.0, 1.7,MG,Montes Claros,
2014,5,21,19,58,-16780,-43900,  2.0, 1.7,MG,Montes Claros,
2014,5,22,5,28,-21060,-44660,  0.0, 1.2,MG,Bom Sucesso,
2014,5,22,5,42,-21050,-44660,  0.0, 0.3,MG,Bom Sucesso,
2014,5,22,5,47,-21050,-44660,  0.0, 0.8,MG,Bom Sucesso,
2014,5,22,14,59,-22790,-43770,  0.0, 2.3,RJ,Itaguaí,
2014,5,22,15,2,-31430,-52100,  0.0, 2.8,RS,Turuçu,
2014,5,22,18,56,-5940,-50180,  0.0, 3.3,PA,Parauapebas,
2014,5,22,20,19,-16690,-43870,  2.0, 1.1,MG,Montes Claros,
2014,5,24,11,49,330,-27020, 10.0, 4.9,PE,Arquip.S.Pedro S.Paulo,
2014,5,25,4,26,-21060,-44660,  0.0, 0.6,MG,Bom Sucesso,
2014,5,26,20,4,-16750,-43850,  2.0, 1.6,MG,Montes Claros,
2014,5,28,14,59,-16700,-43860,  2.0, 1.2,MG,Montes Claros,
2014,5,28,19,48,-31700,-52440,  0.0, 2.4,RS,Capão do Leão,
2014,5,29,12,20,-21070,-44660,  0.0, 0.5,MG,Bom Sucesso,
2014,5,30,14,13,-20410,-46160,  0.0, 2.3,MG,Piumhi,
2014,5,30,18,16,-1010,-59640,  0.0, 3.7,AM,Presidente Figueiredo,
2014,5,30,20,20,-16690,-43850,  2.0, 1.4,MG,Montes Claros,
2014,5,30,20,23,-1010,-59640,  0.0, 1.3,AM,Presidente Figueiredo,
2014,5,30,20,52,-1010,-59640,  0.0, 2.4,AM,Presidente Figueiredo,
2014,5,30,21,3,-30450,-52930,  0.0, 2.0,RS,Cachoeira do Sul,
2014,5,30,21,30,-11750,-47660,  0.0, 1.9,TO,Natividade,
2014,6,2,17,4,-15080,-59940,  0.0, 2.9,MT,Vila B. Stma. Trindade,
2014,6,3,0,45,-8540,-53240,  0.0, 3.3,PA,Rio Peti,
2014,6,3,19,28,-14720,-59100,  0.0, 2.8,MT,Conquista D'Oeste,
2014,6,3,20,7,-990,-59740,  0.0, 2.5,AM,Presidente Figueiredo,
2014,6,4,15,12,-21620,-44930,  0.0, 2.2,MG,Luminárias,
2014,6,4,20,55,-18800,-47760,  0.0, 2.7,MG,Estrela do Sul,
2014,6,4,23,57,-22790,-44390,  0.0, 2.3,SP,Bananal,
2014,6,5,12,55,-8580,-53260,  0.0, 3.3,PA,Rio Peti,
2014,6,5,20,20,-16650,-43880,  0.0, 1.5,MG,Montes Claros,
2014,6,6,15,48,-15800,-55610,  0.0, 0.3,MT,Chapada dos Guimarães,
2014,6,9,14,59,-16670,-43880,  0.0, 1.4,MG,Montes Claros,
2014,6,10,20,19,-16640,-43890,  0.0, 1.3,MG,Montes Claros,
2014,6,10,20,50,-5630,-56360,  0.0, 3.3,PA,Trairão,
2014,6,11,16,39,-14700,-59050,  0.0, 2.8,MT,Conquista D'Oeste,
2014,6,12,7,41,-7050,-73920, 10.0, 3.7,AM,Peru-Brazil Brdr Rg,
2014,6,13,18,43,-17940,-41270,  0.0, 2.1,MG,Ouro Verde de Minas,
2014,6,16,14,35,-8850,-53310,  0.0, 3.1,PA,Rio Peti,
2014,6,16,15,2,-16740,-43820,  2.0, 1.4,MG,Montes Claros,
2014,6,16,19,20,-16660,-43960,  2.0, 1.9,MG,Montes Claros,
2014,6,16,20,9,-16690,-43820,  2.0, 1.2,MG,Montes Claros,
2014,6,16,21,42,-6470,-36890,  0.0, 2.2,RN,Sao Jose do Seridó,
2014,6,17,17,0,-16830,-43830,  2.0, 2.3,MG,Montes Claros,
2014,6,17,18,5,-16690,-43810,  0.0, 2.0,MG,Pedra Preta,
2014,6,18,3,29,-5580,-36100,  0.0, 3.5,RN,Pedra Preta,
2014,6,18,13,4,-19200,-40160,  0.0, 2.8,ES,Sooretama,
2014,6,19,4,39,-16220,-50900,  0.0, 3.0,GO,Jaupaci,
2014,6,21,17,6,-19990,-47260,  0.0, 2.9,SP,Rifaina,
2014,6,22,15,26,-5580,-36100,  0.0, 2.3,RN,Pedra Preta,
2014,6,23,15,1,-16690,-43800,  0.0, 1.5,MG,Montes Claros,
2014,6,23,22,36,-7780,-59290,  0.0, 3.4,AM,Apuí,
2014,6,24,18,6,-22920,-47680,  0.0, 2.6,SP,Saltinho,
2014,6,24,20,21,-16700,-43820,  0.0, 2.2,MG,Montes Claros,
2014,6,25,19,35,-14950,-59730,  0.0, 2.5,MT,Vila B. Stma. Trindade,
2014,6,25,20,31,-18680,-40870,  0.0, 0.9,ES,Barra de São Francisco,
2014,6,26,19,55,-8490,-49400,  0.0, 2.4,TO,Couto de Magalhães,
2014,6,27,1,7,-21970,-45500,  0.0, 1.8,MG,Heliodora,
2014,6,27,1,47,-29110,-51310,  0.0, 2.5,RS,Nova Pádua,
2014,6,27,7,35,-8570,-73940,166.0, 4.6,AC,Peru-Brazil Brdr Rg,
2014,7,1,20,49,780,-27980, 10.0, 4.6,PE,Arquip.S.Pedro/S.Paulo,
2014,7,2,19,59,-16710,-43830,  2.0, 2.4,MG,Montes Claros,
2014,7,5,14,41,-21200,-45670,  0.0, 2.0,MG,Campos Gerais,
2014,7,5,19,26,-21220,-45770,  0.0, 2.4,MG,Campos Gerais,
2014,7,9,20,24,-13890,-50230,  0.0, 2.8,GO,Mundo Novo,
2014,7,9,22,12,-10810,-56520,  0.0, 1.5,MT,Tabaporã,
2014,7,12,9,21,-8630,-53270,  0.0, 4.0,PA,Rio Peti,
2014,7,12,15,49,-8630,-53280,  0.0, 4.0,PA,Rio Peti,
2014,7,15,6,25,-8610,-53280,  0.0, 2.8,PA,Rio Peti,
2014,7,15,19,59,-16680,-43910,  2.0, 1.3,MG,Montes Claros,
2014,7,16,20,9,-22920,-43690,  0.0, 2.3,RJ,Itaguaí,
2014,7,17,14,6,-16690,-43820,  0.0, 0.8,MG,Montes Claros,
2014,7,19,12,37,-13580,-49080,  0.0, 2.3,GO,Goiás,
2014,7,19,17,30,-7050,-55360,  0.0, 0.0,PA,Novo Progresso,
2014,7,21,19,50,-18910,-40980,  0.0, 1.3,MG,Mantena,
2014,7,21,19,58,-16690,-43880,  2.0, 1.6,MG,Montes Claros,
2014,7,22,0,53,-6140,-71980,579.0, 4.1,AM,Ipixuna,
2014,7,22,17,52,-8540,-53250,  0.0, 3.1,PA,Rio Peti,
2014,7,22,19,6,-8600,-53340,  0.0, 3.3,PA,Rio Peti,
2014,7,22,19,49,-8570,-53430,  0.0, 2.6,PA,Rio Peti,
2014,7,23,20,20,-16750,-43870,  2.0, 1.6,MG,Montes Claros,
2014,7,25,14,59,-16650,-43870,  2.0, 1.3,MG,Montes Claros,
2014,7,25,19,22,-16660,-43920,  2.0, 1.4,MG,Montes Claros,
2014,7,28,21,16,-21090,-44590,  0.0, 2.5,MG,Nazareno,
2014,7,29,14,59,-16660,-43890,  2.0, 1.3,MG,Montes Claros,
2014,7,29,17,11,-31650,-53340,  0.0, 2.6,RS,Pinheiro Machado,
2014,7,29,20,42,-16740,-43810,  2.0, 2.1,MG,Montes Claros,
2014,7,30,20,1,-13380,-44470,  0.0, 2.2,BA,Correntina,
2014,7,30,20,29,360,-50070,  0.0, 1.9,PA,Chaves,
2014,8,4,1,56,-29470,-50860,  0.0, 1.8,RS,Gramado,
2014,8,4,2,45,-29470,-50860,  0.0, 1.1,RS,Gramado,
2014,8,4,2,46,-29460,-50860,  0.0, 1.1,RS,Gramado,
2014,8,5,9,17,-18630,-40800,  0.0, 1.4,ES,Barra de São Francisco,
2014,8,6,0,26,-29470,-50860,  0.0, 0.5,RS,Gramado,
2014,8,6,16,32,-13900,-49980,  0.0, 2.4,GO,Bonópolis,
2014,8,6,20,42,-12110,-48300,  0.0, 1.0,TO,São Valério Natividade,
2014,8,7,20,13,-14240,-49570,  0.0, 2.3,GO,Goiás,
2014,8,8,0,6,720,-25850, 10.0, 4.6,PE,Arquip.S.Pedro S.Paulo,
2014,8,8,14,59,-16720,-44050,  0.0, 1.3,MG,Montes Claros,
2014,8,10,12,12,320,-26470, 10.0, 4.6,PE,Arquip.S.Pedro S.Paulo,
2014,8,11,14,7,-4500,-55270,  0.0, 2.2,PA,Rurópolis,
2014,8,12,18,10,-7500,-48060,  0.0, 3.0,TO,Araguaína,
2014,8,13,10,7,990,-26650, 10.0, 5.2,PE,Arquip.S.Pedro S.Paulo,
2014,8,13,20,34,-13420,-44620,  0.0, 2.5,BA,Correntina,
2014,8,18,14,59,-16680,-43870,  2.0, 1.4,MG,Montes Claros,
2014,8,18,18,18,-30160,-51550,  0.0, 2.3,RS,Eldorado do Sul,
2014,8,19,14,40,-16700,-43850,  2.0, 1.3,MG,Montes Claros,
2014,8,21,9,55,-29140,-51110,  0.0, 1.9,RS,Caxias do Sul,
2014,8,21,17,3,-14950,-59720,  0.0, 2.7,MT,VilaBeladaSma.Trindade,
2014,8,22,17,8,-31230,-52340,  0.0, 2.0,RS,Arroio do Padre,
2014,8,22,19,59,-16800,-43900,  0.0, 1.5,MG,Montes Claros,
2014,8,23,4,27,-8540,-53250,  0.0, 2.6,PA,Rio Peti,
2014,8,23,9,43,-12340,-48240,  0.0, 2.6,TO,S. Valério Natividade,
2014,8,25,15,1,-23690,-51720,  0.0, 2.5,PR,Bom Sucesso,
2014,8,25,17,1,-15000,-59850,  0.0, 2.8,MT,VilaBeladaSma.Trindade,
2014,8,25,17,59,-16770,-43840,  0.0, 1.5,MG,Montes Claros,
2014,8,25,20,34,-16640,-43870,  0.0, 1.9,MG,Montes Claros,
2014,8,28,10,35,-16180,-60800,  0.0, 3.2,BO,Central Bolivia,
2014,8,28,16,27,-14830,-59560,  0.0, 2.7,MT,Conquista D'Oeste,
2014,8,28,20,52,-11560,-47750,  0.0, 2.5,TO,Chapada da Natividade,
2014,8,29,19,59,-16640,-43930,  0.0, 1.3,MG,Montes Claros,
2014,9,1,19,59,-16670,-43880,  2.0, 2.2,MG,Montes Claros,
2014,9,3,17,50,-8620,-53450,  0.0, 3.0,PA,Rio Peti,
2014,9,3,17,54,-8620,-53430,  0.0, 2.9,PA,Rio Peti,
2014,9,5,18,24,-10600,-57000,  0.0, 2.3,MT,Tabaporã,
2014,9,6,14,47,-20180,-45400,  0.0, 2.7,MG,Japaraíba,
2014,9,6,23,11,-12940,-49300,  0.0, 2.7,TO,Talismã,
2014,9,9,16,2,-14120,-49370,  0.0, 2.0,GO,Goiás,
2014,9,11,3,13,-11590,-56670,  0.0, 3.6,MT,Novo Horizonte do Norte,
2014,9,11,3,17,-11620,-56650,  0.0, 3.9,MT,Novo Horizonte do Norte,
2014,9,11,7,2,2270,-30870, 10.0, 4.5,PE,Arquip.S.Pedro/S.Paulo,
2014,9,18,19,51,-17980,-41480,  0.0, 2.2,MG,Frei Gaspar,
2014,9,20,16,5,-22980,-43820,  0.0, 2.8,RJ,Itaguaí,
2014,9,20,18,58,-16720,-43870,  2.0, 1.7,MG,Montes Claros,
2014,9,22,9,38,-8600,-53310,  0.0, 3.4,PA,Sul do Pará,
2014,9,23,7,42,-11430,-56780,  0.0, 2.7,MT,Novo Horizonte do Norte,
2014,9,23,14,37,-16050,-43290,  0.0, 2.5,MG,Riacho dos Machados,
2014,9,27,11,54,-15990,-41700,  0.0, 2.5,MG,Santa Cruz de Salinas,
2014,9,27,22,0,-16070,-41580,  0.0, 2.5,MG,Cachoeira de Pajeú,
2014,9,29,20,27,-21140,-44600,  0.0, 2.5,MG,Nazareno,
2014,9,30,5,2,-11900,-47880,  0.0, 2.1,TO,Tocantins,
2014,9,30,18,0,-18780,-48110,  0.0, 2.7,MG,Araguari,
2014,10,1,6,42,-16650,-43910,  0.0, 1.4,MG,Montes Claros,
2014,10,1,19,4,-18500,-42130,  0.0, 2.4,MG,Marilac,
2014,10,1,20,18,-16750,-43840,  2.0, 1.5,MG,Montes Claros,
2014,10,1,21,20,-5620,-55920,  0.0, 2.9,PA,Trairao,
2014,10,2,20,43,-9940,-57130,  0.0, 3.1,MT,Nova Monte Verde,
2014,10,6,7,32,-26390,-49110,  0.0, 2.6,SC,Schroeder,
2014,10,7,19,59,-16680,-43910,  2.0, 1.3,MG,Montes Claros,
2014,10,7,20,42,-16750,-43890,  2.0, 1.3,MG,Montes Claros,
2014,10,12,6,32,-16700,-43860,  2.0, 2.5,MG,Montes Claros,
2014,10,12,12,46,4220,-52670,  0.0, 4.2,GY,Cayenne,
2014,10,13,8,29,-16000,-41650,  0.0, 2.0,MG,Santa Cruz de Salinas,
2014,10,14,20,1,-22690,-43760,  0.0, 2.0,RJ,Seropedica,
2014,10,17,16,34,-8590,-73510, 62.0, 4.5,AC,Peru-Brazil Brdr Rg,
2014,10,20,7,49,-20450,-48680,  0.0, 2.3,SP,Barretos,
2014,10,22,6,9,-8600,-43400,  0.0, 3.3,PI,Alvorada do Gurguéia,
2014,10,28,1,40,-12940,-49380,  0.0, 2.3,GO,Goiás,
2014,10,28,11,23,-18550,-45380,  0.0, 2.5,MG,Morada Nova de Minas,
2014,10,28,13,33,-22980,-43820,  0.0, 2.2,RJ,Itaguaí,
2014,10,29,15,20,-20230,-44180,  0.0, 2.3,MG,Brumadinho,
2014,11,1,6,22,-8670,-53260,  0.0, 2.9,PA,Rio Peti,
2014,11,3,6,25,4760,-33760, 10.0, 4.6,PE,Arquip.S.Pedro S.Paulo,
2014,11,3,7,18,5090,-32850, 10.0, 4.7,PE,Arquip.S.Pedro S.Paulo,
2014,11,3,8,23,4740,-32790, 10.0, 4.8,PE,Arquip.S.Pedro S.Paulo,
2014,11,7,20,34,-9270,-64640,  1.0, 2.8,RO,Jirau,
2014,11,7,21,12,-9260,-64650,  1.0, 2.0,RO,Jirau,
2014,11,12,13,50,-20020,-45340,  0.0, 2.5,MG,Santo Antônio do Monte,
